dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,rider_type,riders
29/6/2021,3,0,6,7,0,3,1,1,0.7,0.6515,0.54,0.2239,casual,18
29/6/2021,3,0,6,8,0,3,1,1,0.7,0.6515,0.48,0.2836,casual,41
29/6/2021,3,0,6,9,0,3,1,1,0.72,0.6515,0.45,0.3881,casual,32
29/6/2021,3,0,6,10,0,3,1,1,0.74,0.6667,0.42,0.2836,casual,31
29/6/2021,3,0,6,11,0,3,1,1,0.76,0.6667,0.35,0.2239,casual,53
29/6/2021,3,0,6,12,0,3,1,1,0.76,0.6667,0.35,0.2537,casual,55
29/6/2021,3,0,6,13,0,3,1,1,0.8,0.697,0.31,0.3284,casual,45
29/6/2021,3,0,6,14,0,3,1,1,0.8,0.697,0.31,0.194,casual,50
29/6/2021,3,0,6,15,0,3,1,1,0.82,0.7121,0.3,0.1642,casual,43
29/6/2021,3,0,6,16,0,3,1,1,0.82,0.7121,0.3,0.4179,casual,60
29/6/2021,3,0,6,17,0,3,1,1,0.82,0.7121,0.26,0.4179,casual,78
29/6/2021,3,0,6,18,0,3,1,1,0.8,0.697,0.29,0.2985,casual,78
29/6/2021,3,0,6,19,0,3,1,1,0.76,0.6667,0.35,0.3881,casual,60
29/6/2021,3,0,6,20,0,3,1,1,0.74,0.6515,0.37,0.2985,casual,69
29/6/2021,3,0,6,21,0,3,1,1,0.72,0.6515,0.39,0.2239,casual,26
29/6/2021,3,0,6,22,0,3,1,1,0.7,0.6364,0.42,0.194,casual,32
29/6/2021,3,0,6,23,0,3,1,1,0.68,0.6364,0.47,0.194,casual,32
30/6/2021,3,0,6,0,0,4,1,1,0.66,0.6212,0.5,0.1642,casual,15
30/6/2021,3,0,6,1,0,4,1,1,0.64,0.6212,0.53,0.1343,casual,13
30/6/2021,3,0,6,2,0,4,1,1,0.62,0.6212,0.57,0.1343,casual,2
30/6/2021,3,0,6,3,0,4,1,1,0.6,0.6061,0.6,0.1642,casual,2
30/6/2021,3,0,6,4,0,4,1,1,0.58,0.5455,0.64,0.1343,casual,2
30/6/2021,3,0,6,5,0,4,1,1,0.58,0.5455,0.64,0.2537,casual,1
30/6/2021,3,0,6,6,0,4,1,1,0.6,0.6061,0.64,0.2537,casual,4
30/6/2021,3,0,6,7,0,4,1,1,0.62,0.6061,0.61,0.2239,casual,29
30/6/2021,3,0,6,8,0,4,1,1,0.68,0.6364,0.47,0.2239,casual,44
30/6/2021,3,0,6,9,0,4,1,1,0.7,0.6364,0.42,0.2239,casual,33
30/6/2021,3,0,6,10,0,4,1,1,0.72,0.6515,0.42,0.194,casual,35
30/6/2021,3,0,6,11,0,4,1,1,0.74,0.6515,0.37,0.1343,casual,47
30/6/2021,3,0,6,12,0,4,1,1,0.76,0.6667,0.35,0.1642,casual,50
30/6/2021,3,0,6,13,0,4,1,1,0.76,0.6667,0.33,0.194,casual,70
30/6/2021,3,0,6,14,0,4,1,1,0.78,0.6818,0.31,0.194,casual,46
30/6/2021,3,0,6,15,0,4,1,1,0.78,0.6667,0.25,0.2537,casual,64
30/6/2021,3,0,6,16,0,4,1,1,0.8,0.697,0.26,0.1343,casual,63
30/6/2021,3,0,6,17,0,4,1,1,0.78,0.6818,0.27,0.3582,casual,98
30/6/2021,3,0,6,18,0,4,1,1,0.76,0.6667,0.29,0.2537,casual,114
30/6/2021,3,0,6,19,0,4,1,1,0.74,0.6515,0.33,0.194,casual,89
30/6/2021,3,0,6,20,0,4,1,1,0.74,0.6515,0.33,0.194,casual,55
30/6/2021,3,0,6,21,0,4,1,1,0.72,0.6515,0.37,0.1045,casual,81
30/6/2021,3,0,6,22,0,4,1,1,0.7,0.6364,0.42,0.1642,casual,43
30/6/2021,3,0,6,23,0,4,1,1,0.66,0.6212,0.5,0,casual,27
07/01/2021,3,0,7,0,0,5,1,1,0.66,0.6212,0.5,0,casual,20
07/01/2021,3,0,7,1,0,5,1,1,0.66,0.6212,0.5,0,casual,15
07/01/2021,3,0,7,2,0,5,1,1,0.62,0.6061,0.69,0,casual,6
07/01/2021,3,0,7,3,0,5,1,1,0.64,0.6212,0.53,0,casual,5
07/01/2021,3,0,7,4,0,5,1,1,0.62,0.6212,0.57,0,casual,1
07/01/2021,3,0,7,5,0,5,1,1,0.6,0.6061,0.64,0.1343,casual,3
07/01/2021,3,0,7,6,0,5,1,1,0.62,0.6061,0.61,0.1343,casual,11
07/01/2021,3,0,7,7,0,5,1,1,0.66,0.6212,0.54,0.1045,casual,25
07/01/2021,3,0,7,8,0,5,1,1,0.7,0.6364,0.42,0.1642,casual,39
07/01/2021,3,0,7,9,0,5,1,1,0.74,0.6515,0.35,0.1642,casual,58
07/01/2021,3,0,7,10,0,5,1,1,0.76,0.6667,0.33,0.1642,casual,61
07/01/2021,3,0,7,11,0,5,1,1,0.8,0.697,0.26,0,casual,68
07/01/2021,3,0,7,12,0,5,1,1,0.8,0.697,0.26,0,casual,83
07/01/2021,3,0,7,13,0,5,1,1,0.8,0.6818,0.24,0,casual,83
07/01/2021,3,0,7,14,0,5,1,1,0.82,0.697,0.23,0.194,casual,78
07/01/2021,3,0,7,15,0,5,1,1,0.82,0.697,0.21,0.2537,casual,82
07/01/2021,3,0,7,16,0,5,1,1,0.82,0.697,0.17,0,casual,85
07/01/2021,3,0,7,17,0,5,1,1,0.82,0.697,0.21,0.194,casual,99
07/01/2021,3,0,7,18,0,5,1,1,0.8,0.6818,0.24,0.2537,casual,98
07/01/2021,3,0,7,19,0,5,1,1,0.78,0.6667,0.25,0.194,casual,80
07/01/2021,3,0,7,20,0,5,1,1,0.72,0.6515,0.42,0.2239,casual,84
07/01/2021,3,0,7,21,0,5,1,1,0.7,0.6364,0.45,0.194,casual,69
07/01/2021,3,0,7,22,0,5,1,1,0.7,0.6364,0.42,0,casual,49
07/01/2021,3,0,7,23,0,5,1,1,0.68,0.6364,0.47,0.0896,casual,44
07/02/2021,3,0,7,0,0,6,0,1,0.68,0.6364,0.47,0.0896,casual,31
07/02/2021,3,0,7,1,0,6,0,1,0.66,0.6212,0.54,0,casual,20
07/02/2021,3,0,7,2,0,6,0,1,0.64,0.6212,0.53,0,casual,9
07/02/2021,3,0,7,3,0,6,0,1,0.64,0.6212,0.53,0,casual,5
07/02/2021,3,0,7,4,0,6,0,1,0.62,0.6061,0.61,0,casual,3
07/02/2021,3,0,7,5,0,6,0,1,0.58,0.5455,0.73,0.1045,casual,1
07/02/2021,3,0,7,6,0,6,0,1,0.62,0.6061,0.69,0.1045,casual,11
07/02/2021,3,0,7,7,0,6,0,1,0.64,0.6061,0.65,0,casual,10
07/02/2021,3,0,7,8,0,6,0,1,0.68,0.6364,0.57,0,casual,38
07/02/2021,3,0,7,9,0,6,0,1,0.74,0.6667,0.51,0.0896,casual,55
07/02/2021,3,0,7,10,0,6,0,1,0.8,0.7121,0.36,0,casual,103
07/02/2021,3,0,7,11,0,6,0,1,0.8,0.7121,0.36,0.0896,casual,144
07/02/2021,3,0,7,12,0,6,0,1,0.82,0.7121,0.3,0.1343,casual,142
07/02/2021,3,0,7,13,0,6,0,1,0.82,0.7121,0.3,0.1045,casual,178
07/02/2021,3,0,7,14,0,6,0,1,0.84,0.7121,0.2,0,casual,177
07/02/2021,3,0,7,15,0,6,0,1,0.86,0.7273,0.19,0.1642,casual,168
07/02/2021,3,0,7,16,0,6,0,1,0.88,0.7424,0.22,0.2239,casual,206
07/02/2021,3,0,7,17,0,6,0,1,0.84,0.7273,0.3,0.2239,casual,179
07/02/2021,3,0,7,18,0,6,0,1,0.82,0.7121,0.3,0.2836,casual,193
07/02/2021,3,0,7,19,0,6,0,1,0.8,0.697,0.33,0.2239,casual,156
07/02/2021,3,0,7,20,0,6,0,1,0.76,0.6818,0.45,0.2836,casual,136
07/02/2021,3,0,7,21,0,6,0,1,0.74,0.6667,0.48,0.194,casual,95
07/02/2021,3,0,7,22,0,6,0,1,0.72,0.6667,0.51,0.1642,casual,78
07/02/2021,3,0,7,23,0,6,0,1,0.72,0.6667,0.54,0.2836,casual,66
07/03/2021,3,0,7,0,0,0,0,1,0.7,0.6515,0.58,0.2239,casual,47
07/03/2021,3,0,7,1,0,0,0,2,0.7,0.6515,0.61,0.1642,casual,23
07/03/2021,3,0,7,2,0,0,0,1,0.7,0.6515,0.58,0.194,casual,19
07/03/2021,3,0,7,3,0,0,0,3,0.68,0.6364,0.65,0.0896,casual,8
07/03/2021,3,0,7,4,0,0,0,3,0.68,0.6364,0.65,0.0896,casual,3
07/03/2021,3,0,7,5,0,0,0,3,0.62,0.5758,0.83,0.194,casual,0
07/03/2021,3,0,7,6,0,0,0,2,0.62,0.5455,0.94,0.0896,casual,0
07/03/2021,3,0,7,7,0,0,0,2,0.64,0.5758,0.89,0.194,casual,3
07/03/2021,3,0,7,8,0,0,0,1,0.68,0.6364,0.79,0.2239,casual,39
07/03/2021,3,0,7,9,0,0,0,1,0.7,0.6667,0.74,0.2537,casual,82
07/03/2021,3,0,7,10,0,0,0,1,0.74,0.697,0.66,0.1642,casual,131
07/03/2021,3,0,7,11,0,0,0,1,0.76,0.7121,0.62,0.1045,casual,215
07/03/2021,3,0,7,12,0,0,0,1,0.8,0.7576,0.55,0.1045,casual,198
07/03/2021,3,0,7,13,0,0,0,1,0.8,0.7727,0.59,0.2239,casual,248
07/03/2021,3,0,7,14,0,0,0,1,0.82,0.7879,0.56,0.2537,casual,225
07/03/2021,3,0,7,15,0,0,0,1,0.84,0.803,0.53,0.2985,casual,194
07/03/2021,3,0,7,16,0,0,0,1,0.84,0.803,0.53,0.2985,casual,195
07/03/2021,3,0,7,17,0,0,0,3,0.8,0.7424,0.49,0.8507,casual,181
07/03/2021,3,0,7,18,0,0,0,3,0.8,0.7424,0.49,0.8507,casual,74
07/03/2021,3,0,7,19,0,0,0,2,0.66,0.6061,0.83,0.194,casual,100
07/03/2021,3,0,7,20,0,0,0,3,0.66,0.6061,0.83,0,casual,83
07/03/2021,3,0,7,21,0,0,0,2,0.66,0.6061,0.83,0.1642,casual,75
07/03/2021,3,0,7,22,0,0,0,2,0.66,0.6061,0.78,0.1045,casual,69
07/03/2021,3,0,7,23,0,0,0,1,0.64,0.5758,0.83,0.1642,casual,70
07/04/2021,3,0,7,0,1,1,0,1,0.64,0.5758,0.83,0.1343,casual,63
07/04/2021,3,0,7,1,1,1,0,1,0.64,0.5758,0.83,0.0896,casual,43
07/04/2021,3,0,7,2,1,1,0,1,0.64,0.5758,0.83,0,casual,33
07/04/2021,3,0,7,3,1,1,0,1,0.64,0.5909,0.78,0,casual,13
07/04/2021,3,0,7,4,1,1,0,2,0.66,0.6061,0.78,0.0896,casual,8
07/04/2021,3,0,7,5,1,1,0,2,0.64,0.5758,0.83,0.1343,casual,1
07/04/2021,3,0,7,6,1,1,0,1,0.64,0.5758,0.89,0.1642,casual,5
07/04/2021,3,0,7,7,1,1,0,1,0.66,0.6061,0.83,0.1343,casual,17
07/04/2021,3,0,7,8,1,1,0,1,0.7,0.6667,0.74,0.1045,casual,42
07/04/2021,3,0,7,9,1,1,0,2,0.72,0.6818,0.66,0.0896,casual,142
07/04/2021,3,0,7,10,1,1,0,2,0.76,0.697,0.55,0.0896,casual,166
07/04/2021,3,0,7,11,1,1,0,2,0.76,0.697,0.55,0.0896,casual,177
07/04/2021,3,0,7,12,1,1,0,2,0.78,0.7121,0.52,0,casual,237
07/04/2021,3,0,7,13,1,1,0,2,0.78,0.7121,0.49,0,casual,242
07/04/2021,3,0,7,14,1,1,0,1,0.8,0.7273,0.46,0,casual,235
07/04/2021,3,0,7,15,1,1,0,1,0.82,0.7424,0.43,0.0896,casual,224
07/04/2021,3,0,7,16,1,1,0,1,0.82,0.7424,0.41,0,casual,236
07/04/2021,3,0,7,17,1,1,0,1,0.8,0.7273,0.46,0,casual,240
07/04/2021,3,0,7,18,1,1,0,1,0.8,0.7273,0.46,0.1343,casual,222
07/04/2021,3,0,7,19,1,1,0,2,0.78,0.7121,0.49,0.1642,casual,170
07/04/2021,3,0,7,20,1,1,0,2,0.76,0.697,0.55,0.1045,casual,195
07/04/2021,3,0,7,21,1,1,0,2,0.74,0.6818,0.62,0.1045,casual,195
07/04/2021,3,0,7,22,1,1,0,2,0.74,0.6818,0.62,0.1343,casual,115
07/04/2021,3,0,7,23,1,1,0,2,0.72,0.6818,0.7,0.1045,casual,44
07/05/2021,3,0,7,0,0,2,1,2,0.7,0.6515,0.65,0.1642,casual,19
07/05/2021,3,0,7,1,0,2,1,1,0.7,0.6515,0.65,0.1045,casual,15
07/05/2021,3,0,7,2,0,2,1,1,0.66,0.6212,0.74,0.0896,casual,8
07/05/2021,3,0,7,3,0,2,1,1,0.66,0.6212,0.74,0.2239,casual,1
07/05/2021,3,0,7,4,0,2,1,1,0.66,0.6212,0.69,0.1642,casual,1
07/05/2021,3,0,7,5,0,2,1,1,0.66,0.6212,0.69,0,casual,1
07/05/2021,3,0,7,6,0,2,1,1,0.66,0.6212,0.74,0.0896,casual,3
07/05/2021,3,0,7,7,0,2,1,1,0.7,0.6515,0.65,0.0896,casual,22
07/05/2021,3,0,7,8,0,2,1,1,0.72,0.6818,0.62,0.1343,casual,41
07/05/2021,3,0,7,9,0,2,1,1,0.74,0.6818,0.58,0.1343,casual,50
07/05/2021,3,0,7,10,0,2,1,1,0.76,0.697,0.52,0.1045,casual,55
07/05/2021,3,0,7,11,0,2,1,1,0.78,0.697,0.46,0.1045,casual,75
07/05/2021,3,0,7,12,0,2,1,1,0.8,0.7273,0.43,0.1045,casual,71
07/05/2021,3,0,7,13,0,2,1,1,0.82,0.7424,0.43,0.1045,casual,67
07/05/2021,3,0,7,14,0,2,1,1,0.8,0.7424,0.49,0.1642,casual,66
07/05/2021,3,0,7,15,0,2,1,1,0.82,0.7424,0.43,0,casual,51
07/05/2021,3,0,7,16,0,2,1,1,0.82,0.7576,0.46,0.1045,casual,79
07/05/2021,3,0,7,17,0,2,1,1,0.82,0.7576,0.46,0.1045,casual,79
07/05/2021,3,0,7,18,0,2,1,1,0.8,0.7576,0.55,0.1642,casual,70
07/05/2021,3,0,7,19,0,2,1,1,0.8,0.7727,0.59,0.1343,casual,71
07/05/2021,3,0,7,20,0,2,1,1,0.76,0.7273,0.66,0.1045,casual,59
07/05/2021,3,0,7,21,0,2,1,1,0.78,0.7424,0.62,0.2537,casual,77
07/05/2021,3,0,7,22,0,2,1,1,0.76,0.7273,0.66,0.2239,casual,31
07/05/2021,3,0,7,23,0,2,1,1,0.74,0.697,0.66,0.1642,casual,19
07/06/2021,3,0,7,0,0,3,1,1,0.72,0.697,0.74,0.194,casual,11
07/06/2021,3,0,7,1,0,3,1,1,0.7,0.6667,0.74,0.1343,casual,4
07/06/2021,3,0,7,2,0,3,1,1,0.7,0.6667,0.79,0.0896,casual,1
07/06/2021,3,0,7,3,0,3,1,1,0.7,0.6667,0.79,0,casual,0
07/06/2021,3,0,7,4,0,3,1,2,0.68,0.6364,0.83,0.0896,casual,0
07/06/2021,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.0896,casual,5
07/06/2021,3,0,7,6,0,3,1,1,0.7,0.6667,0.79,0.0896,casual,9
07/06/2021,3,0,7,7,0,3,1,2,0.72,0.697,0.79,0,casual,24
07/06/2021,3,0,7,8,0,3,1,2,0.72,0.697,0.74,0.1045,casual,31
07/06/2021,3,0,7,9,0,3,1,3,0.7,0.6667,0.79,0.194,casual,31
07/06/2021,3,0,7,10,0,3,1,3,0.7,0.6667,0.79,0.0896,casual,13
07/06/2021,3,0,7,11,0,3,1,2,0.72,0.697,0.74,0,casual,24
07/06/2021,3,0,7,12,0,3,1,2,0.74,0.697,0.66,0.0896,casual,38
07/06/2021,3,0,7,13,0,3,1,2,0.74,0.697,0.7,0.1045,casual,33
07/06/2021,3,0,7,14,0,3,1,1,0.76,0.7273,0.66,0.2836,casual,50
07/06/2021,3,0,7,15,0,3,1,1,0.76,0.7273,0.7,0.2836,casual,55
07/06/2021,3,0,7,16,0,3,1,1,0.76,0.7273,0.7,0.2537,casual,57
07/06/2021,3,0,7,17,0,3,1,1,0.78,0.7424,0.59,0.2239,casual,79
07/06/2021,3,0,7,18,0,3,1,1,0.76,0.7121,0.62,0.194,casual,77
07/06/2021,3,0,7,19,0,3,1,1,0.74,0.697,0.7,0.2239,casual,71
07/06/2021,3,0,7,20,0,3,1,1,0.72,0.697,0.74,0.2537,casual,55
07/06/2021,3,0,7,21,0,3,1,1,0.7,0.6667,0.79,0.194,casual,66
07/06/2021,3,0,7,22,0,3,1,1,0.7,0.6667,0.79,0.194,casual,30
07/06/2021,3,0,7,23,0,3,1,1,0.68,0.6364,0.83,0.2239,casual,20
07/07/2021,3,0,7,0,0,4,1,1,0.66,0.5909,0.89,0.1343,casual,6
07/07/2021,3,0,7,1,0,4,1,1,0.66,0.5909,0.89,0.194,casual,2
07/07/2021,3,0,7,2,0,4,1,1,0.66,0.5909,0.89,0.194,casual,1
07/07/2021,3,0,7,3,0,4,1,1,0.64,0.5606,0.94,0.1045,casual,2
07/07/2021,3,0,7,4,0,4,1,1,0.64,0.5758,0.89,0.1045,casual,0
07/07/2021,3,0,7,5,0,4,1,1,0.64,0.5758,0.89,0.1045,casual,2
07/07/2021,3,0,7,6,0,4,1,2,0.64,0.5758,0.89,0.1343,casual,11
07/07/2021,3,0,7,7,0,4,1,2,0.66,0.5909,0.89,0.1045,casual,13
07/07/2021,3,0,7,8,0,4,1,2,0.7,0.6667,0.79,0.194,casual,28
07/07/2021,3,0,7,9,0,4,1,1,0.74,0.697,0.7,0.1642,casual,25
07/07/2021,3,0,7,10,0,4,1,1,0.78,0.7424,0.62,0,casual,29
07/07/2021,3,0,7,11,0,4,1,1,0.82,0.7727,0.52,0.1343,casual,30
07/07/2021,3,0,7,12,0,4,1,1,0.84,0.7727,0.41,0,casual,32
07/07/2021,3,0,7,13,0,4,1,1,0.86,0.7879,0.41,0,casual,48
07/07/2021,3,0,7,14,0,4,1,1,0.86,0.7879,0.41,0.2537,casual,39
07/07/2021,3,0,7,15,0,4,1,1,0.86,0.7879,0.41,0.2537,casual,47
07/07/2021,3,0,7,16,0,4,1,1,0.86,0.7727,0.39,0.2239,casual,47
07/07/2021,3,0,7,17,0,4,1,1,0.86,0.7576,0.36,0.2537,casual,80
07/07/2021,3,0,7,18,0,4,1,1,0.84,0.7576,0.44,0.2985,casual,70
07/07/2021,3,0,7,19,0,4,1,1,0.82,0.7727,0.52,0.2836,casual,79
07/07/2021,3,0,7,20,0,4,1,1,0.76,0.7121,0.58,0.3582,casual,61
07/07/2021,3,0,7,21,0,4,1,1,0.74,0.6818,0.62,0.1642,casual,39
07/07/2021,3,0,7,22,0,4,1,1,0.74,0.6818,0.62,0.1642,casual,32
07/07/2021,3,0,7,23,0,4,1,1,0.72,0.6818,0.66,0,casual,31
07/08/2021,3,0,7,0,0,5,1,1,0.74,0.697,0.66,0.1045,casual,6
07/08/2021,3,0,7,1,0,5,1,1,0.72,0.697,0.79,0,casual,9
07/08/2021,3,0,7,2,0,5,1,2,0.7,0.6667,0.74,0.1642,casual,10
07/08/2021,3,0,7,3,0,5,1,1,0.68,0.6364,0.79,0.1045,casual,2
07/08/2021,3,0,7,4,0,5,1,1,0.7,0.6667,0.79,0.2537,casual,7
07/08/2021,3,0,7,5,0,5,1,1,0.68,0.6364,0.79,0.2537,casual,3
07/08/2021,3,0,7,6,0,5,1,1,0.7,0.6667,0.74,0.1045,casual,11
07/08/2021,3,0,7,7,0,5,1,2,0.7,0.6667,0.79,0.194,casual,30
07/08/2021,3,0,7,8,0,5,1,2,0.72,0.697,0.74,0.2537,casual,36
07/08/2021,3,0,7,9,0,5,1,2,0.76,0.7273,0.7,0.2985,casual,30
07/08/2021,3,0,7,10,0,5,1,2,0.74,0.697,0.7,0.3582,casual,30
07/08/2021,3,0,7,11,0,5,1,2,0.74,0.7121,0.74,0.2537,casual,61
07/08/2021,3,0,7,12,0,5,1,2,0.76,0.7273,0.7,0.2836,casual,49
07/08/2021,3,0,7,13,0,5,1,2,0.78,0.7576,0.66,0.2836,casual,54
07/08/2021,3,0,7,14,0,5,1,2,0.8,0.7879,0.63,0.3582,casual,53
07/08/2021,3,0,7,15,0,5,1,2,0.8,0.7879,0.63,0.3582,casual,39
07/08/2021,3,0,7,16,0,5,1,3,0.68,0.6364,0.83,0.4478,casual,27
07/08/2021,3,0,7,17,0,5,1,3,0.66,0.5909,0.89,0.4478,casual,6
07/08/2021,3,0,7,18,0,5,1,1,0.66,0.6061,0.83,0.0896,casual,35
07/08/2021,3,0,7,19,0,5,1,1,0.66,0.6061,0.83,0.0896,casual,45
07/08/2021,3,0,7,20,0,5,1,1,0.66,0.6061,0.83,0.1642,casual,30
07/08/2021,3,0,7,21,0,5,1,2,0.66,0.6061,0.83,0.2537,casual,46
07/08/2021,3,0,7,22,0,5,1,2,0.66,0.6061,0.78,0.194,casual,33
07/08/2021,3,0,7,23,0,5,1,2,0.66,0.6061,0.78,0.0896,casual,40
07/09/2021,3,0,7,0,0,6,0,2,0.66,0.6061,0.83,0.1343,casual,31
07/09/2021,3,0,7,1,0,6,0,2,0.64,0.5758,0.89,0.1045,casual,5
07/09/2021,3,0,7,2,0,6,0,1,0.64,0.5758,0.89,0.1642,casual,12
07/09/2021,3,0,7,3,0,6,0,1,0.64,0.5758,0.89,0.1343,casual,7
07/09/2021,3,0,7,4,0,6,0,1,0.64,0.5758,0.83,0.2239,casual,2
07/09/2021,3,0,7,5,0,6,0,2,0.62,0.5606,0.88,0.1642,casual,4
07/09/2021,3,0,7,6,0,6,0,2,0.64,0.5758,0.83,0.194,casual,11
07/09/2021,3,0,7,7,0,6,0,1,0.66,0.6061,0.78,0.194,casual,21
07/09/2021,3,0,7,8,0,6,0,1,0.7,0.6515,0.7,0.2537,casual,68
07/09/2021,3,0,7,9,0,6,0,1,0.74,0.6818,0.58,0.2836,casual,77
07/09/2021,3,0,7,10,0,6,0,1,0.76,0.697,0.52,0.1642,casual,87
07/09/2021,3,0,7,11,0,6,0,1,0.78,0.697,0.46,0.2985,casual,101
07/09/2021,3,0,7,12,0,6,0,1,0.8,0.7273,0.46,0.2537,casual,145
07/09/2021,3,0,7,13,0,6,0,1,0.82,0.7424,0.41,0.2239,casual,167
07/09/2021,3,0,7,14,0,6,0,1,0.84,0.7424,0.36,0.1343,casual,158
07/09/2021,3,0,7,15,0,6,0,1,0.84,0.7273,0.34,0.0896,casual,182
07/09/2021,3,0,7,16,0,6,0,1,0.82,0.7273,0.38,0,casual,171
07/09/2021,3,0,7,17,0,6,0,1,0.84,0.7273,0.32,0,casual,160
07/09/2021,3,0,7,18,0,6,0,1,0.82,0.7273,0.36,0.1045,casual,132
07/09/2021,3,0,7,19,0,6,0,1,0.76,0.697,0.55,0.1642,casual,128
07/09/2021,3,0,7,20,0,6,0,1,0.76,0.7121,0.58,0.2239,casual,129
07/09/2021,3,0,7,21,0,6,0,1,0.74,0.6818,0.58,0.1642,casual,83
07/09/2021,3,0,7,22,0,6,0,1,0.72,0.6818,0.62,0.1642,casual,60
07/09/2021,3,0,7,23,0,6,0,1,0.72,0.6667,0.58,0.194,casual,47
07/10/2021,3,0,7,0,0,0,0,1,0.7,0.6515,0.61,0.1642,casual,42
07/10/2021,3,0,7,1,0,0,0,1,0.7,0.6515,0.61,0.1343,casual,19
07/10/2021,3,0,7,2,0,0,0,1,0.68,0.6364,0.69,0.0896,casual,28
07/10/2021,3,0,7,3,0,0,0,1,0.66,0.6212,0.74,0.0896,casual,6
07/10/2021,3,0,7,4,0,0,0,1,0.66,0.6212,0.69,0.0896,casual,0
07/10/2021,3,0,7,5,0,0,0,1,0.66,0.6212,0.74,0,casual,7
07/10/2021,3,0,7,6,0,0,0,1,0.64,0.5909,0.78,0.0896,casual,8
07/10/2021,3,0,7,7,0,0,0,1,0.7,0.6515,0.7,0.0896,casual,27
07/10/2021,3,0,7,8,0,0,0,1,0.72,0.6818,0.66,0,casual,27
07/10/2021,3,0,7,9,0,0,0,1,0.74,0.697,0.66,0.0896,casual,62
07/10/2021,3,0,7,10,0,0,0,1,0.76,0.697,0.55,0.1343,casual,95
07/10/2021,3,0,7,11,0,0,0,1,0.78,0.7273,0.55,0.194,casual,110
07/10/2021,3,0,7,12,0,0,0,1,0.82,0.7576,0.46,0.2836,casual,133
07/10/2021,3,0,7,13,0,0,0,1,0.8,0.7273,0.46,0.2985,casual,139
07/10/2021,3,0,7,14,0,0,0,1,0.82,0.7424,0.41,0.3284,casual,122
07/10/2021,3,0,7,15,0,0,0,1,0.84,0.7424,0.39,0.2836,casual,142
07/10/2021,3,0,7,16,0,0,0,1,0.84,0.7576,0.41,0.2836,casual,128
07/10/2021,3,0,7,17,0,0,0,1,0.84,0.7424,0.36,0.2239,casual,146
07/10/2021,3,0,7,18,0,0,0,1,0.82,0.7424,0.43,0.2836,casual,141
07/10/2021,3,0,7,19,0,0,0,1,0.8,0.7424,0.49,0.3284,casual,120
07/10/2021,3,0,7,20,0,0,0,1,0.76,0.697,0.55,0.194,casual,101
07/10/2021,3,0,7,21,0,0,0,1,0.74,0.6818,0.62,0.2537,casual,65
07/10/2021,3,0,7,22,0,0,0,1,0.74,0.697,0.66,0.2239,casual,56
07/10/2021,3,0,7,23,0,0,0,1,0.72,0.6818,0.66,0.2537,casual,19
07/11/2021,3,0,7,0,0,1,1,1,0.7,0.6515,0.65,0.194,casual,10
07/11/2021,3,0,7,1,0,1,1,1,0.7,0.6515,0.61,0.2836,casual,5
07/11/2021,3,0,7,2,0,1,1,1,0.7,0.6515,0.61,0.2239,casual,8
07/11/2021,3,0,7,3,0,1,1,1,0.68,0.6364,0.65,0.1642,casual,2
07/11/2021,3,0,7,4,0,1,1,1,0.66,0.6212,0.74,0.2239,casual,0
07/11/2021,3,0,7,5,0,1,1,1,0.66,0.6212,0.74,0.1343,casual,5
07/11/2021,3,0,7,6,0,1,1,1,0.68,0.6364,0.74,0.194,casual,19
07/11/2021,3,0,7,7,0,1,1,1,0.7,0.6667,0.74,0.2537,casual,28
07/11/2021,3,0,7,8,0,1,1,1,0.74,0.697,0.66,0.2836,casual,35
07/11/2021,3,0,7,9,0,1,1,1,0.78,0.7424,0.59,0.2985,casual,41
07/11/2021,3,0,7,10,0,1,1,1,0.8,0.7576,0.55,0.3582,casual,44
07/11/2021,3,0,7,11,0,1,1,1,0.82,0.7879,0.56,0.2985,casual,39
07/11/2021,3,0,7,12,0,1,1,1,0.84,0.803,0.53,0.2836,casual,40
07/11/2021,3,0,7,13,0,1,1,1,0.86,0.8182,0.5,0.2537,casual,22
07/11/2021,3,0,7,14,0,1,1,1,0.86,0.8333,0.53,0.2836,casual,40
07/11/2021,3,0,7,15,0,1,1,1,0.86,0.8485,0.56,0.4179,casual,38
07/11/2021,3,0,7,16,0,1,1,1,0.86,0.8485,0.56,0.3881,casual,57
07/11/2021,3,0,7,17,0,1,1,1,0.86,0.8485,0.56,0.4179,casual,59
07/11/2021,3,0,7,18,0,1,1,1,0.86,0.8333,0.53,0.3881,casual,57
07/11/2021,3,0,7,19,0,1,1,1,0.84,0.8333,0.59,0.3284,casual,80
07/11/2021,3,0,7,20,0,1,1,1,0.72,0.697,0.74,0.4179,casual,42
07/11/2021,3,0,7,21,0,1,1,1,0.7,0.6667,0.79,0.4179,casual,21
07/11/2021,3,0,7,22,0,1,1,1,0.72,0.697,0.74,0.1343,casual,20
07/11/2021,3,0,7,23,0,1,1,1,0.7,0.6667,0.79,0.1343,casual,11
07/12/2021,3,0,7,0,0,2,1,1,0.7,0.6667,0.79,0.1343,casual,3
07/12/2021,3,0,7,1,0,2,1,1,0.7,0.6667,0.79,0.0896,casual,6
